Dataset,File,date,processing_timestamp,Units,HCHO_Mean (molecules/cm²),HCHO_Min (molecules/cm²),HCHO_Max (molecules/cm²),HCHO_Mean (DU),HCHO_Min (DU),HCHO_Max (DU),Min_Lat,Min_Lon,Max_Lat,Max_Lon
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m0819_v003-2019m0726t144528.nc,8/19/2017,7/26/2019,molecules/cm²,-6.234E+15,-9.77E+18,8.13E+18,-0.23,-363,302.29,14.75,26.86,37.35,-107.65
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m0818_v003-2019m0726t145352.nc,8/18/2017,7/26/2019,molecules/cm²,-5.58E+15,-9.91E+18,2.33E+18,-0.21,-368.23,86.49,28.75,86.37,-40.15,152.27
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m0817_v003-2019m0726t144937.nc,8/17/2017,7/26/2019,molecules/cm²,127200000000000,-9.81E+18,2.62E+18,0,-364.55,97.34,33.85,46.26,-10.55,-154.75
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m0816_v003-2019m0726t144633.nc,8/16/2017,7/26/2019,molecules/cm²,-1.38E+15,-9.89E+18,3.85E+17,-0.05,-367.48,14.33,36.55,-91.94,30.05,83.97
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m0815_v003-2019m0726t144408.nc,8/15/2017,7/26/2019,molecules/cm²,-2.637E+15,-9.91E+18,9.31E+18,-0.1,-368.54,346.18,32.05,-104.05,-7.95,146.07
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m0814_v003-2019m0726t144251.nc,8/14/2017,7/26/2019,molecules/cm²,-837300000000000,-9.83E+18,5.85E+18,-0.03,-365.51,217.46,33.55,97.37,-24.55,-5.94
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m0813_v003-2019m0726t144403.nc,8/13/2017,7/26/2019,molecules/cm²,-3.717E+15,-9.90E+18,5.80E+18,-0.14,-368.06,215.52,46.75,10.86,-13.95,-159.65
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m0812_v003-2019m0726t144413.nc,8/12/2017,7/26/2019,molecules/cm²,-1.052E+15,-9.85E+18,5.80E+18,-0.04,-366.16,215.52,39.65,-78.44,-13.95,-159.65
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m0811_v003-2019m0726t143745.nc,8/11/2017,7/26/2019,molecules/cm²,-62200000000000,-9.66E+18,3.42E+18,0,-358.95,127.18,22.75,-82.94,44.65,-120.65
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m0810_v003-2019m0726t143832.nc,8/10/2017,7/26/2019,molecules/cm²,-1.532E+15,-9.87E+18,6.95E+18,-0.06,-366.76,258.2,43.35,89.87,-44.95,166.77
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m0809_v003-2019m0726t144151.nc,8/9/2017,7/26/2019,molecules/cm²,-6.319E+15,-9.78E+18,9.70E+18,-0.23,-363.63,360.48,38.55,105.67,10.45,-177.65
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m0808_v003-2019m0726t144344.nc,8/8/2017,7/26/2019,molecules/cm²,-2.184E+15,-1.00E+19,4.18E+18,-0.08,-371.71,155.47,30.85,-7.54,39.15,-110.25
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m0807_v003-2019m0726t144347.nc,8/7/2017,7/26/2019,molecules/cm²,-1.066E+15,-9.47E+18,4.01E+18,-0.04,-352.21,149.18,4.95,-115.05,12.05,32.36
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m0806_v003-2019m0726t143654.nc,8/6/2017,7/26/2019,molecules/cm²,-2.168E+15,-9.95E+18,3.18E+18,-0.08,-369.75,118.26,25.05,-105.85,46.45,-87.54
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m0805_v003-2019m0726t144705.nc,8/5/2017,7/26/2019,molecules/cm²,-43750000000000,-1.00E+19,5.68E+18,0,-371.88,211.16,1.55,29.86,-39.85,70.47
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m0804_v003-2019m0726t143629.nc,8/4/2017,7/26/2019,molecules/cm²,-1.303E+15,-9.80E+18,9.84E+18,-0.05,-364.41,365.66,50.95,-93.04,48.65,-27.34
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m0803_v003-2019m0726t143735.nc,8/3/2017,7/26/2019,molecules/cm²,-3.313E+15,-9.99E+18,8.20E+18,-0.12,-371.51,304.75,3.45,13.96,-19.85,-85.94
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m0802_v003-2019m0726t143556.nc,8/2/2017,7/26/2019,molecules/cm²,-3.175E+15,-9.98E+18,7.88E+18,-0.12,-370.87,292.93,38.95,-113.95,62.85,142.27
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m0801_v003-2019m0726t143919.nc,8/1/2017,7/26/2019,molecules/cm²,-3.828E+15,-9.97E+18,7.94E+18,-0.14,-370.7,295.3,15.35,98.97,29.25,163.37
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m0731_v003-2019m0726t143910.nc,7/31/2017,7/26/2019,molecules/cm²,-8718000000000,-9.89E+18,8.87E+18,0,-367.77,329.56,9.85,-84.24,14.65,-92.04
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m0730_v003-2019m0726t144735.nc,7/30/2017,7/26/2019,molecules/cm²,-6.503E+15,-9.95E+18,9.03E+18,-0.24,-369.82,335.64,55.75,131.77,36.55,-168.05
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m0729_v003-2019m0726t144804.nc,7/29/2017,7/26/2019,molecules/cm²,-1.07E+16,-1.00E+19,9.87E+18,-0.4,-371.6,366.88,-0.45,37.16,36.55,103.37
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m0728_v003-2019m0726t143812.nc,7/28/2017,7/26/2019,molecules/cm²,-1.29E+16,-9.96E+18,5.42E+18,-0.48,-370.25,201.47,49.35,108.27,42.35,81.47
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m0727_v003-2019m0726t143927.nc,7/27/2017,7/26/2019,molecules/cm²,-7.43E+15,-9.92E+18,8.52E+18,-0.28,-368.61,316.6,25.25,101.87,-14.95,63.06
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m0726_v003-2019m0726t143630.nc,7/26/2017,7/26/2019,molecules/cm²,-1.00E+16,-9.91E+18,6.87E+18,-0.37,-368.37,255.56,-3.35,118.67,-35.65,152.77
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m0725_v003-2019m0726t144035.nc,7/25/2017,7/26/2019,molecules/cm²,-4.08E+15,-1.00E+19,8.10E+18,-0.15,-371.7,301.04,34.75,94.37,3.05,4.76
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m0724_v003-2019m0726t143649.nc,7/24/2017,7/26/2019,molecules/cm²,-1.09E+16,-9.82E+18,3.68E+18,-0.41,-365.06,136.82,42.35,131.07,23.05,131.37
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m0723_v003-2019m0726t144359.nc,7/23/2017,7/26/2019,molecules/cm²,-3.13E+15,-9.89E+18,8.73E+18,-0.12,-367.71,324.35,-9.35,129.07,34.55,-96.74
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m0722_v003-2019m0726t144144.nc,7/22/2017,7/26/2019,molecules/cm²,213200000000000,-9.99E+18,7.01E+18,0.01,-371.22,260.58,7.85,142.47,39.95,73.27
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m0721_v003-2019m0726t144029.nc,7/21/2017,7/26/2019,molecules/cm²,-5.979E+15,-9.86E+18,6.59E+18,-0.22,-366.45,244.81,28.75,-108.45,-37.65,-57.94
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m0720_v003-2019m0726t143648.nc,7/20/2017,7/26/2019,molecules/cm²,-5.834E+15,-9.89E+18,4.02E+18,-0.22,-367.75,149.31,52.05,-108.75,61.45,29.06
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m0719_v003-2019m0726t143420.nc,7/19/2017,7/26/2019,molecules/cm²,-1.698E+15,-9.98E+18,5.48E+18,-0.06,-371.08,203.88,24.25,-106.35,39.75,70.37
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m0718_v003-2019m0726t144012.nc,7/18/2017,7/26/2019,molecules/cm²,-1.41E+16,-9.95E+18,8.98E+18,-0.52,-369.93,333.67,37.05,72.27,-5.25,-176.95
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m0717_v003-2019m0726t143356.nc,7/17/2017,7/26/2019,molecules/cm²,-1.334E+15,-9.95E+18,5.60E+18,-0.05,-369.88,208.28,45.65,-69.04,43.05,76.37
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m0716_v003-2019m0726t143948.nc,7/16/2017,7/26/2019,molecules/cm²,-3.034E+15,-9.93E+18,7.45E+18,-0.11,-369.26,276.77,56.05,84.67,4.75,-74.04
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m0715_v003-2019m0726t143657.nc,7/15/2017,7/26/2019,molecules/cm²,-1.177E+15,-9.97E+18,9.95E+18,-0.04,-370.76,370.02,66.65,156.87,10.95,-172.75
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m0714_v003-2019m0726t143258.nc,7/14/2017,7/26/2019,molecules/cm²,-6.414E+15,-9.93E+18,6.54E+18,-0.24,-369.22,243.12,35.85,67.17,35.85,83.37
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m0713_v003-2019m0726t143418.nc,7/13/2017,7/26/2019,molecules/cm²,-142600000000000,-9.99E+18,6.81E+18,-0.01,-371.43,253.06,38.95,151.77,39.25,71.47
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m0712_v003-2019m0726t143219.nc,7/12/2017,7/26/2019,molecules/cm²,-2.882E+15,-1.00E+19,9.95E+18,-0.11,-371.97,369.99,0.95,-78.14,5.95,-76.04
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m0711_v003-2019m0726t143230.nc,7/11/2017,7/26/2019,molecules/cm²,-767500000000000,-9.98E+18,9.01E+18,-0.03,-371.13,334.77,3.45,163.97,45.75,22.76
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m0710_v003-2019m0726t143408.nc,7/10/2017,7/26/2019,molecules/cm²,-5.012E+15,-9.99E+18,2.14E+18,-0.19,-371.53,79.58,42.15,84.37,34.65,-110.85
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m0709_v003-2019m0726t143409.nc,7/9/2017,7/26/2019,molecules/cm²,-1.237E+15,-9.81E+18,9.99E+18,-0.05,-364.7,371.47,48.95,41.86,5.65,-43.34
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m0708_v003-2019m0726t143657.nc,7/8/2017,7/26/2019,molecules/cm²,-4.424E+15,-9.95E+18,5.04E+18,-0.16,-370,187.22,48.05,4.16,62.15,164.27
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m0707_v003-2019m0726t143213.nc,7/7/2017,7/26/2019,molecules/cm²,-5.294E+15,-9.96E+18,2.88E+18,-0.2,-370.4,107,45.55,-82.14,23.35,-104.75
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m0706_v003-2019m0726t143710.nc,7/6/2017,7/26/2019,molecules/cm²,-1.35E+16,-9.93E+18,9.57E+18,-0.5,-369.23,355.68,43.45,0.26,13.35,-179.25
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m0705_v003-2019m0726t143400.nc,7/5/2017,7/26/2019,molecules/cm²,-1.83E+16,-9.88E+18,9.93E+18,-0.68,-367.39,369.01,40.85,-108.95,6.35,-163.55
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m0704_v003-2019m0726t143422.nc,7/4/2017,7/26/2019,molecules/cm²,-150200000000000,-9.87E+18,9.93E+18,-0.01,-366.82,369.01,-17.45,-65.34,6.35,-163.25
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m0703_v003-2019m0726t143554.nc,7/3/2017,7/26/2019,molecules/cm²,-1.065E+15,-9.76E+18,9.01E+18,-0.04,-362.63,335.08,-0.45,121.87,33.65,88.97
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m0702_v003-2019m0726t143216.nc,7/2/2017,7/26/2019,molecules/cm²,-4.32E+15,-9.95E+18,2.82E+18,-0.16,-369.95,104.78,6.75,-66.74,0.35,29.16
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m0701_v003-2019m0726t143103.nc,7/1/2017,7/26/2019,molecules/cm²,1.954E+15,-9.92E+18,4.51E+18,0.07,-368.68,167.51,-26.35,-51.54,49.25,128.47
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m0630_v003-2019m0726t143329.nc,6/30/2017,7/26/2019,molecules/cm²,-7.231E+15,-9.98E+18,8.69E+18,-0.27,-370.94,322.93,41.35,76.87,-18.55,-64.44
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m0629_v003-2019m0726t143333.nc,6/29/2017,7/26/2019,molecules/cm²,-2.589E+15,-9.96E+18,3.99E+18,-0.1,-370.3,148.21,-3.05,39.86,37.25,89.17
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m0628_v003-2019m0726t143333.nc,6/28/2017,7/26/2019,molecules/cm²,-8.65E+15,-9.99E+18,1.59E+18,-0.32,-371.37,59.25,39.95,-109.95,34.65,-159.85
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m0627_v003-2019m0726t143214.nc,6/27/2017,7/26/2019,molecules/cm²,-4.585E+15,-1.00E+19,6.13E+18,-0.17,-371.94,228,38.85,99.37,-13.25,162.77
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m0626_v003-2019m0726t143208.nc,6/26/2017,7/26/2019,molecules/cm²,-2.427E+15,-9.84E+18,9.10E+18,-0.09,-365.73,338.3,30.15,88.87,38.45,111.17
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m0625_v003-2019m0726t142325.nc,6/25/2017,7/26/2019,molecules/cm²,-4.459E+15,-9.88E+18,6.48E+18,-0.17,-367.3,240.86,51.05,93.77,41.05,-164.85
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m0624_v003-2019m0726t142645.nc,6/24/2017,7/26/2019,molecules/cm²,-5.077E+15,-9.85E+18,6.48E+18,-0.19,-366.28,240.86,41.85,-105.95,41.05,-164.85
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m0623_v003-2019m0726t142321.nc,6/23/2017,7/26/2019,molecules/cm²,-4.981E+15,-9.93E+18,8.05E+18,-0.19,-369.03,299.09,38.45,46.26,-39.65,41.06
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m0622_v003-2019m0726t142611.nc,6/22/2017,7/26/2019,molecules/cm²,-1.12E+16,-9.77E+18,4.19E+18,-0.42,-363.02,155.84,46.55,103.97,14.45,120.47
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m0621_v003-2019m0726t142646.nc,6/21/2017,7/26/2019,molecules/cm²,-1.31E+16,-9.99E+18,1.84E+18,-0.49,-371.29,68.38,19.15,-98.75,-10.75,-134.55
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m0620_v003-2019m0726t142419.nc,6/20/2017,7/26/2019,molecules/cm²,-1.675E+15,-9.95E+18,2.99E+18,-0.06,-369.71,111.01,44.15,-120.35,12.65,120.57
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m0619_v003-2019m0726t142322.nc,6/19/2017,7/26/2019,molecules/cm²,-6.98E+15,-9.98E+18,2.61E+18,-0.26,-370.95,96.97,38.95,114.37,17.25,-165.95
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m0618_v003-2019m0726t142250.nc,6/18/2017,7/26/2019,molecules/cm²,-1.568E+15,-9.68E+18,2.34E+18,-0.06,-359.72,87.01,36.95,101.87,9.45,-178.05
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m0617_v003-2019m0726t143231.nc,6/17/2017,7/26/2019,molecules/cm²,-2.19E+15,-9.97E+18,9.74E+18,-0.08,-370.74,362.17,42.25,69.07,23.55,-31.94
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m0616_v003-2019m0726t142631.nc,6/16/2017,7/26/2019,molecules/cm²,-1.863E+15,-1.00E+19,7.74E+18,-0.07,-372.49,287.72,35.05,97.77,36.95,-177.75
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m0615_v003-2019m0726t142531.nc,6/15/2017,7/26/2019,molecules/cm²,-2.485E+15,-9.83E+18,4.90E+18,-0.09,-365.25,182,44.45,81.37,39.95,-81.04
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m0614_v003-2019m0726t142611.nc,6/14/2017,7/26/2019,molecules/cm²,-1.371E+15,-9.77E+18,8.88E+18,-0.05,-363.25,329.96,11.25,99.97,-27.85,-179.95
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m0613_v003-2019m0726t143325.nc,6/13/2017,7/26/2019,molecules/cm²,-1.20E+16,-9.70E+18,6.86E+18,-0.44,-360.53,254.99,16.25,12.96,29.65,76.87
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m0612_v003-2019m0726t142315.nc,6/12/2017,7/26/2019,molecules/cm²,-1.736E+15,-9.82E+18,8.02E+18,-0.06,-364.91,298.15,35.15,90.07,31.15,87.17
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m0611_v003-2019m0726t142437.nc,6/11/2017,7/26/2019,molecules/cm²,-4.18E+15,-9.91E+18,9.21E+18,-0.16,-368.39,342.29,40.25,35.76,35.05,71.77
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m0610_v003-2019m0726t143141.nc,6/10/2017,7/26/2019,molecules/cm²,-1.189E+15,-9.98E+18,7.79E+18,-0.04,-370.92,289.59,35.25,86.87,29.85,84.57
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m0609_v003-2019m0726t143255.nc,6/9/2017,7/26/2019,molecules/cm²,-1.185E+15,-9.94E+18,9.17E+18,-0.04,-369.61,340.72,18.15,104.67,13.25,-115.85
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m0608_v003-2019m0726t142704.nc,6/8/2017,7/26/2019,molecules/cm²,-4.363E+15,-9.72E+18,4.24E+18,-0.16,-361.48,157.56,-16.95,-68.44,17.75,-99.85
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m0607_v003-2019m0726t142327.nc,6/7/2017,7/26/2019,molecules/cm²,-4.02E+15,-9.96E+18,9.76E+18,-0.15,-370.26,362.82,12.25,23.76,23.65,143.67
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m0606_v003-2019m0726t143302.nc,6/6/2017,7/26/2019,molecules/cm²,123800000000000,-9.96E+18,8.82E+18,0,-370.43,327.94,36.05,82.77,6.15,-171.15
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m0605_v003-2019m0726t142316.nc,6/5/2017,7/26/2019,molecules/cm²,-543000000000000,-1.00E+19,8.87E+18,-0.02,-371.81,329.6,33.15,69.77,24.35,-57.84
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m0604_v003-2019m0726t142616.nc,6/4/2017,7/26/2019,molecules/cm²,-220300000000000,-9.89E+18,9.78E+18,-0.01,-367.59,363.47,10.55,12.26,39.25,-2.74
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m0603_v003-2019m0726t142621.nc,6/3/2017,7/26/2019,molecules/cm²,-742800000000000,-9.87E+18,9.63E+18,-0.03,-367.06,357.91,-7.75,-49.84,39.75,-58.14
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m0602_v003-2019m0726t142744.nc,6/2/2017,7/26/2019,molecules/cm²,-1.232E+15,-9.99E+18,9.41E+18,-0.05,-371.21,349.77,20.15,81.07,3.55,29.96
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m0601_v003-2019m0726t142247.nc,6/1/2017,7/26/2019,molecules/cm²,-3.586E+15,-9.87E+18,8.63E+18,-0.13,-367.05,320.78,8.95,20.16,-0.85,-170.25
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m0531_v003-2019m0726t142623.nc,5/31/2017,7/26/2019,molecules/cm²,-2.895E+15,-9.82E+18,8.03E+18,-0.11,-365.09,298.66,-13.05,134.67,36.15,-32.84
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m0530_v003-2019m0726t142553.nc,5/30/2017,7/26/2019,molecules/cm²,7.619E+15,-9.97E+18,7.96E+18,0.28,-370.45,295.88,-6.65,-78.44,24.25,-102.55
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m0529_v003-2019m0726t142425.nc,5/29/2017,7/26/2019,molecules/cm²,-2.402E+15,-1.00E+19,9.76E+18,-0.09,-371.63,362.68,-16.35,132.37,41.15,44.56
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m0528_v003-2019m0726t142510.nc,5/28/2017,7/26/2019,molecules/cm²,-5.663E+15,-9.94E+18,8.86E+18,-0.21,-369.38,329.23,32.35,-89.94,26.55,-158.55
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m0527_v003-2019m0726t142832.nc,5/27/2017,7/26/2019,molecules/cm²,-9.80E+15,-1.00E+19,9.78E+18,-0.36,-371.54,363.56,7.85,172.77,37.15,34.56
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m0526_v003-2019m0726t142648.nc,5/26/2017,7/26/2019,molecules/cm²,-6.52E+15,-9.76E+18,9.50E+18,-0.24,-362.66,353.31,8.05,35.76,29.65,81.07
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m0525_v003-2019m0726t142642.nc,5/25/2017,7/26/2019,molecules/cm²,-6.183E+15,-9.96E+18,8.91E+18,-0.23,-370.37,331.26,-17.85,-64.34,45.65,-86.84
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m0524_v003-2019m0726t142140.nc,5/24/2017,7/26/2019,molecules/cm²,-2.971E+15,-9.92E+18,7.65E+18,-0.11,-368.59,284.22,22.15,85.77,32.15,-29.64
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m0523_v003-2019m0726t142521.nc,5/23/2017,7/26/2019,molecules/cm²,-6.289E+15,-9.93E+18,8.95E+18,-0.23,-369.17,332.54,20.15,-75.84,27.75,-172.15
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m0522_v003-2019m0726t143258.nc,5/22/2017,7/26/2019,molecules/cm²,-3.817E+15,-9.99E+18,8.95E+18,-0.14,-371.33,332.54,-10.95,-66.74,27.75,-172.15
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m0521_v003-2019m0726t142701.nc,5/21/2017,7/26/2019,molecules/cm²,inf,-9.93E+18,inf,inf,-369.07,inf,32.55,66.57,35.75,127.37
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m0520_v003-2019m0726t143200.nc,5/20/2017,7/26/2019,molecules/cm²,-6.616E+15,-9.95E+18,5.98E+18,-0.25,-369.97,222.29,-14.65,-179.65,35.35,-36.64
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m0519_v003-2019m0726t142727.nc,5/19/2017,7/26/2019,molecules/cm²,-5.574E+15,-9.96E+18,4.38E+18,-0.21,-370.25,162.66,38.15,76.27,31.65,51.76
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m0518_v003-2019m0726t143145.nc,5/18/2017,7/26/2019,molecules/cm²,-3.855E+15,-9.92E+18,8.25E+18,-0.14,-368.57,306.68,33.45,91.87,-3.65,168.97
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m0517_v003-2019m0726t142537.nc,5/17/2017,7/26/2019,molecules/cm²,-1.524E+15,-9.99E+18,7.81E+18,-0.06,-371.37,290.4,-4.15,34.46,51.35,85.07
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m0516_v003-2019m0726t142245.nc,5/16/2017,7/26/2019,molecules/cm²,-8.628E+15,-9.95E+18,8.59E+18,-0.32,-370,319.18,24.05,108.87,-6.35,-169.15
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m0515_v003-2019m0726t143318.nc,5/15/2017,7/26/2019,molecules/cm²,inf,-9.98E+18,inf,inf,-371.08,inf,33.75,70.67,4.15,52.96
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m0514_v003-2019m0726t142628.nc,5/14/2017,7/26/2019,molecules/cm²,-3.323E+15,-9.84E+18,9.08E+18,-0.12,-365.84,337.65,-23.35,45.56,40.05,132.97
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m0513_v003-2019m0726t142301.nc,5/13/2017,7/26/2019,molecules/cm²,-1.738E+15,-9.96E+18,4.04E+18,-0.06,-370.17,150.2,40.65,-4.34,41.35,77.67
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m0512_v003-2019m0726t142638.nc,5/12/2017,7/26/2019,molecules/cm²,-2.211E+15,-1.00E+19,9.41E+18,-0.08,-371.87,349.94,-14.05,-74.04,49.15,17.86
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m0511_v003-2019m0726t142137.nc,5/11/2017,7/26/2019,molecules/cm²,-3.278E+15,-9.92E+18,7.10E+18,-0.12,-368.88,263.93,32.25,-5.64,48.15,78.87
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m0510_v003-2019m0726t142625.nc,5/10/2017,7/26/2019,molecules/cm²,-5.091E+15,-9.95E+18,9.03E+18,-0.19,-369.92,335.62,36.75,11.56,48.75,113.17
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m0509_v003-2019m0726t141501.nc,5/9/2017,7/26/2019,molecules/cm²,-3.363E+15,-9.89E+18,8.28E+18,-0.13,-367.57,307.85,43.65,45.06,3.95,165.27
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m0508_v003-2019m0726t141800.nc,5/8/2017,7/26/2019,molecules/cm²,-6.846E+15,-9.99E+18,3.65E+18,-0.25,-371.39,135.77,35.45,82.57,0.25,104.57
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m0507_v003-2019m0726t141746.nc,5/7/2017,7/26/2019,molecules/cm²,-1.446E+15,-9.93E+18,8.62E+18,-0.05,-369.3,320.33,37.05,61.46,6.45,-10.94
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m0506_v003-2019m0726t141540.nc,5/6/2017,7/26/2019,molecules/cm²,-387700000000000,-1.00E+19,9.96E+18,-0.01,-372.07,370.27,10.15,26.36,-0.95,-47.84
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m0505_v003-2019m0726t142644.nc,5/5/2017,7/26/2019,molecules/cm²,-1.119E+15,-9.94E+18,8.37E+18,-0.04,-369.56,311.17,9.25,40.86,1.35,86.07
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m0504_v003-2019m0726t141413.nc,5/4/2017,7/26/2019,molecules/cm²,-2.929E+15,-9.98E+18,7.08E+18,-0.11,-370.81,263,-12.95,-67.94,27.15,-33.94
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m0503_v003-2019m0726t141405.nc,5/3/2017,7/26/2019,molecules/cm²,-542300000000000,-9.98E+18,9.70E+18,-0.02,-371.01,360.57,37.65,30.66,18.55,-69.54
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m0502_v003-2019m0726t141542.nc,5/2/2017,7/26/2019,molecules/cm²,-1.363E+15,-9.91E+18,3.11E+18,-0.05,-368.27,115.56,-5.75,-46.74,-39.45,-153.65
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m0501_v003-2019m0726t141509.nc,5/1/2017,7/26/2019,molecules/cm²,-548900000000000,-9.85E+18,3.31E+18,-0.02,-366.32,123.16,-11.45,-59.54,28.65,3.96
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m0430_v003-2019m0726t142536.nc,4/30/2017,7/26/2019,molecules/cm²,-2.109E+15,-9.99E+18,7.30E+18,-0.08,-371.37,271.23,-33.15,-69.44,37.35,-35.54
