Dataset,File,date,processing_timestamp,Units,HCHO_Mean (molecules/cm²),HCHO_Min (molecules/cm²),HCHO_Max (molecules/cm²),HCHO_Mean (DU),HCHO_Min (DU),HCHO_Max (DU),Min_Lat,Min_Lon,Max_Lat,Max_Lon
OMI-Aura,OMI-Aura_L3-OMHCHOd_2009m0302_v003-2019m0726t033852.nc,3/2/2009,7/26/2019,molecules/cm²,2.775E+15,-2.94E+18,2.22E+17,0.1,-109.22,8.26,-1.65,-20.44,-16.85,-68.34
OMI-Aura,OMI-Aura_L3-OMHCHOd_2009m0301_v003-2019m0726t033148.nc,3/1/2009,7/26/2019,molecules/cm²,3.021E+15,-3.17E+18,3.27E+17,0.11,-117.8,12.17,-33.95,146.17,-11.65,130.97
OMI-Aura,OMI-Aura_L3-OMHCHOd_2009m0228_v003-2019m0726t033837.nc,2/28/2009,7/26/2019,molecules/cm²,2.868E+15,-3.95E+18,4.28E+17,0.11,-146.75,15.91,-14.75,-70.94,7.55,19.16
OMI-Aura,OMI-Aura_L3-OMHCHOd_2009m0227_v003-2019m0726t033044.nc,2/27/2009,7/26/2019,molecules/cm²,3.107E+15,-4.23E+18,3.11E+17,0.12,-157.35,11.55,-20.05,16.16,28.45,83.77
OMI-Aura,OMI-Aura_L3-OMHCHOd_2009m0226_v003-2019m0726t033326.nc,2/26/2009,7/26/2019,molecules/cm²,2.994E+15,-5.65E+18,2.66E+17,0.11,-209.97,9.89,-31.75,-69.14,-31.75,24.36
OMI-Aura,OMI-Aura_L3-OMHCHOd_2009m0225_v003-2019m0726t033241.nc,2/25/2009,7/26/2019,molecules/cm²,3.253E+15,-4.00E+18,2.58E+17,0.12,-148.84,9.59,-21.75,136.97,-10.15,-172.85
OMI-Aura,OMI-Aura_L3-OMHCHOd_2009m0224_v003-2019m0726t033853.nc,2/24/2009,7/26/2019,molecules/cm²,2.797E+15,-6.42E+18,6.88E+17,0.1,-238.8,25.56,-2.65,-79.14,-31.75,147.27
OMI-Aura,OMI-Aura_L3-OMHCHOd_2009m0223_v003-2019m0726t033817.nc,2/23/2009,7/26/2019,molecules/cm²,2.772E+15,-8.48E+18,1.17E+18,0.1,-315.19,43.43,16.65,-97.14,-23.05,-66.44
OMI-Aura,OMI-Aura_L3-OMHCHOd_2009m0222_v003-2019m0726t033248.nc,2/22/2009,7/26/2019,molecules/cm²,2.691E+15,-7.12E+18,6.97E+18,0.1,-264.65,258.91,7.85,39.26,-51.35,-156.95
OMI-Aura,OMI-Aura_L3-OMHCHOd_2009m0221_v003-2019m0726t033848.nc,2/21/2009,7/26/2019,molecules/cm²,2.349E+15,-7.91E+18,1.08E+18,0.09,-294.21,40.05,-26.15,-65.94,-1.85,25.66
OMI-Aura,OMI-Aura_L3-OMHCHOd_2009m0220_v003-2019m0726t033411.nc,2/20/2009,7/26/2019,molecules/cm²,2.958E+15,-5.39E+18,6.64E+17,0.11,-200.37,24.67,-22.85,18.26,-17.15,138.57
OMI-Aura,OMI-Aura_L3-OMHCHOd_2009m0219_v003-2019m0726t033234.nc,2/19/2009,7/26/2019,molecules/cm²,2.644E+15,-5.61E+18,6.44E+17,0.1,-208.39,23.93,-14.65,-71.84,-14.95,-48.84
OMI-Aura,OMI-Aura_L3-OMHCHOd_2009m0218_v003-2019m0726t033415.nc,2/18/2009,7/26/2019,molecules/cm²,2.073E+15,-4.64E+18,7.42E+17,0.08,-172.42,27.59,-34.75,-56.04,3.85,32.16
OMI-Aura,OMI-Aura_L3-OMHCHOd_2009m0217_v003-2019m0726t033346.nc,2/17/2009,7/26/2019,molecules/cm²,1.962E+15,-3.91E+18,7.00E+17,0.07,-145.33,26.02,-16.55,-49.84,-10.85,21.16
OMI-Aura,OMI-Aura_L3-OMHCHOd_2009m0216_v003-2019m0726t034104.nc,2/16/2009,7/26/2019,molecules/cm²,2.207E+15,-4.89E+18,5.90E+17,0.08,-181.91,21.95,-30.75,-60.14,-10.85,-42.04
OMI-Aura,OMI-Aura_L3-OMHCHOd_2009m0215_v003-2019m0726t033232.nc,2/15/2009,7/26/2019,molecules/cm²,2.276E+15,-4.51E+18,4.63E+17,0.08,-167.47,17.21,-28.95,123.27,-43.65,170.17
OMI-Aura,OMI-Aura_L3-OMHCHOd_2009m0214_v003-2019m0726t032744.nc,2/14/2009,7/26/2019,molecules/cm²,2.08E+15,-3.38E+18,1.45E+18,0.08,-125.66,53.7,5.85,101.57,-16.25,-68.64
OMI-Aura,OMI-Aura_L3-OMHCHOd_2009m0213_v003-2019m0726t033402.nc,2/13/2009,7/26/2019,molecules/cm²,2.226E+15,-4.60E+18,2.99E+17,0.08,-170.97,11.11,-33.75,146.17,-5.25,-39.14
OMI-Aura,OMI-Aura_L3-OMHCHOd_2009m0212_v003-2019m0726t033350.nc,2/12/2009,7/26/2019,molecules/cm²,2.358E+15,-7.80E+18,3.14E+17,0.09,-289.82,11.68,-20.15,-68.94,-0.85,144.57
OMI-Aura,OMI-Aura_L3-OMHCHOd_2009m0211_v003-2019m0726t033356.nc,2/11/2009,7/26/2019,molecules/cm²,2.418E+15,-1.92E+18,3.56E+17,0.09,-71.48,13.22,19.75,-97.24,-25.75,-59.94
OMI-Aura,OMI-Aura_L3-OMHCHOd_2009m0210_v003-2019m0726t031947.nc,2/10/2009,7/26/2019,molecules/cm²,2.361E+15,-2.38E+18,4.10E+17,0.09,-88.56,15.24,-33.75,-69.74,1.45,-31.74
OMI-Aura,OMI-Aura_L3-OMHCHOd_2009m0209_v003-2019m0726t032032.nc,2/9/2009,7/26/2019,molecules/cm²,2.451E+15,-1.63E+18,2.56E+17,0.09,-60.45,9.5,9.05,35.46,2.75,28.16
OMI-Aura,OMI-Aura_L3-OMHCHOd_2009m0208_v003-2019m0726t032657.nc,2/8/2009,7/26/2019,molecules/cm²,2.589E+15,-3.63E+18,4.25E+17,0.1,-135,15.8,30.75,79.77,-7.15,19.06
OMI-Aura,OMI-Aura_L3-OMHCHOd_2009m0207_v003-2019m0726t032117.nc,2/7/2009,7/26/2019,molecules/cm²,2.568E+15,-3.78E+18,5.82E+17,0.1,-140.59,21.62,4.75,-73.84,-37.75,-62.14
OMI-Aura,OMI-Aura_L3-OMHCHOd_2009m0206_v003-2019m0726t032441.nc,2/6/2009,7/26/2019,molecules/cm²,2.556E+15,-2.17E+18,1.14E+18,0.1,-80.75,42.43,-28.15,-33.74,-22.25,19.16
OMI-Aura,OMI-Aura_L3-OMHCHOd_2009m0205_v003-2019m0726t032653.nc,2/5/2009,7/26/2019,molecules/cm²,2.626E+15,-1.80E+18,9.08E+17,0.1,-66.89,33.77,22.25,-107.65,-15.35,-45.64
OMI-Aura,OMI-Aura_L3-OMHCHOd_2009m0204_v003-2019m0726t033038.nc,2/4/2009,7/26/2019,molecules/cm²,2.738E+15,-3.61E+18,1.18E+18,0.1,-134.28,43.86,30.95,78.57,14.55,-90.74
OMI-Aura,OMI-Aura_L3-OMHCHOd_2009m0203_v003-2019m0726t032542.nc,2/3/2009,7/26/2019,molecules/cm²,2.598E+15,-1.84E+18,4.44E+17,0.1,-68.31,16.51,-20.55,126.27,-15.95,-48.64
OMI-Aura,OMI-Aura_L3-OMHCHOd_2009m0202_v003-2019m0726t032439.nc,2/2/2009,7/26/2019,molecules/cm²,2.55E+15,-2.27E+18,5.83E+17,0.09,-84.35,21.66,-5.45,128.77,-23.65,136.97
OMI-Aura,OMI-Aura_L3-OMHCHOd_2009m0201_v003-2019m0726t031615.nc,2/1/2009,7/26/2019,molecules/cm²,2.865E+15,-2.23E+18,5.56E+17,0.11,-83,20.68,-29.55,-53.24,-17.05,22.56
OMI-Aura,OMI-Aura_L3-OMHCHOd_2009m0131_v003-2019m0726t032316.nc,1/31/2009,7/26/2019,molecules/cm²,2.845E+15,-3.18E+18,5.86E+17,0.11,-118.19,21.77,5.45,-0.24,-19.85,-65.94
OMI-Aura,OMI-Aura_L3-OMHCHOd_2009m0130_v003-2019m0726t032541.nc,1/30/2009,7/26/2019,molecules/cm²,2.657E+15,-1.91E+18,6.35E+17,0.1,-71.02,23.59,0.15,85.87,-11.05,18.36
OMI-Aura,OMI-Aura_L3-OMHCHOd_2009m0129_v003-2019m0726t032054.nc,1/29/2009,7/26/2019,molecules/cm²,2.677E+15,-3.31E+18,9.00E+17,0.1,-123.05,33.45,10.95,-73.94,-22.75,-66.04
OMI-Aura,OMI-Aura_L3-OMHCHOd_2009m0128_v003-2019m0726t031850.nc,1/28/2009,7/26/2019,molecules/cm²,2.656E+15,-2.25E+18,7.29E+17,0.1,-83.68,27.1,15.35,-91.44,6.85,35.96
OMI-Aura,OMI-Aura_L3-OMHCHOd_2009m0127_v003-2019m0726t033100.nc,1/27/2009,7/26/2019,molecules/cm²,2.691E+15,-3.69E+18,6.93E+17,0.1,-136.97,25.74,-10.75,21.56,-28.45,-69.24
OMI-Aura,OMI-Aura_L3-OMHCHOd_2009m0126_v003-2019m0726t032201.nc,1/26/2009,7/26/2019,molecules/cm²,2.771E+15,-3.98E+18,4.65E+17,0.1,-147.86,17.27,1.75,30.06,-13.25,34.06
OMI-Aura,OMI-Aura_L3-OMHCHOd_2009m0125_v003-2019m0726t033034.nc,1/25/2009,7/26/2019,molecules/cm²,2.749E+15,-2.03E+18,3.28E+17,0.1,-75.63,12.18,-40.55,-71.74,-8.25,-78.44
OMI-Aura,OMI-Aura_L3-OMHCHOd_2009m0124_v003-2019m0726t032053.nc,1/24/2009,7/26/2019,molecules/cm²,2.803E+15,-5.14E+18,4.79E+17,0.1,-191.21,17.82,-26.15,-66.14,-18.95,-66.24
OMI-Aura,OMI-Aura_L3-OMHCHOd_2009m0123_v003-2019m0726t032303.nc,1/23/2009,7/26/2019,molecules/cm²,2.797E+15,-3.47E+18,4.36E+17,0.1,-128.98,16.21,5.45,37.26,-21.15,143.57
OMI-Aura,OMI-Aura_L3-OMHCHOd_2009m0122_v003-2019m0726t032344.nc,1/22/2009,7/26/2019,molecules/cm²,2.278E+15,-5.06E+18,3.45E+17,0.08,-188.15,12.83,-29.75,-69.04,-5.55,151.27
OMI-Aura,OMI-Aura_L3-OMHCHOd_2009m0121_v003-2019m0726t032246.nc,1/21/2009,7/26/2019,molecules/cm²,2.298E+15,-4.08E+18,4.08E+17,0.09,-151.69,15.18,-33.55,24.06,14.45,-89.24
OMI-Aura,OMI-Aura_L3-OMHCHOd_2009m0120_v003-2019m0726t033139.nc,1/20/2009,7/26/2019,molecules/cm²,2.412E+15,-3.61E+18,8.83E+17,0.09,-134.31,32.84,-11.55,-44.64,-34.15,-69.34
OMI-Aura,OMI-Aura_L3-OMHCHOd_2009m0119_v003-2019m0726t033015.nc,1/19/2009,7/26/2019,molecules/cm²,2.505E+15,-5.55E+18,3.01E+17,0.09,-206.2,11.19,0.55,126.97,-2.55,34.96
OMI-Aura,OMI-Aura_L3-OMHCHOd_2009m0118_v003-2019m0726t032305.nc,1/18/2009,7/26/2019,molecules/cm²,2.587E+15,-5.21E+18,4.97E+17,0.1,-193.73,18.47,6.85,146.97,13.05,-7.14
OMI-Aura,OMI-Aura_L3-OMHCHOd_2009m0117_v003-2019m0726t031739.nc,1/17/2009,7/26/2019,molecules/cm²,2.669E+15,-4.80E+18,4.04E+17,0.1,-178.59,15.03,-33.45,116.67,4.05,32.56
OMI-Aura,OMI-Aura_L3-OMHCHOd_2009m0116_v003-2019m0726t033234.nc,1/16/2009,7/26/2019,molecules/cm²,2.782E+15,-6.24E+18,2.58E+17,0.1,-232.11,9.59,-11.95,-75.44,6.55,38.96
OMI-Aura,OMI-Aura_L3-OMHCHOd_2009m0115_v003-2019m0726t032404.nc,1/15/2009,7/26/2019,molecules/cm²,3.066E+15,-7.59E+18,3.62E+17,0.11,-282.13,13.47,-18.75,-65.74,-15.55,-69.54
OMI-Aura,OMI-Aura_L3-OMHCHOd_2009m0114_v003-2019m0726t033053.nc,1/14/2009,7/26/2019,molecules/cm²,2.8E+15,-7.79E+18,3.71E+17,0.1,-289.52,13.78,6.65,38.76,-23.35,-54.54
OMI-Aura,OMI-Aura_L3-OMHCHOd_2009m0113_v003-2019m0726t032727.nc,1/13/2009,7/26/2019,molecules/cm²,2.607E+15,-5.92E+18,4.38E+17,0.1,-219.88,16.29,-15.35,-69.54,-26.95,-67.34
OMI-Aura,OMI-Aura_L3-OMHCHOd_2009m0112_v003-2019m0726t032123.nc,1/12/2009,7/26/2019,molecules/cm²,2.601E+15,-5.31E+18,3.99E+17,0.1,-197.31,14.82,28.65,83.27,-21.15,-56.74
OMI-Aura,OMI-Aura_L3-OMHCHOd_2009m0111_v003-2019m0726t032035.nc,1/11/2009,7/26/2019,molecules/cm²,2.749E+15,-5.17E+18,2.90E+17,0.1,-192.23,10.78,-34.95,-65.14,-28.05,-68.54
OMI-Aura,OMI-Aura_L3-OMHCHOd_2009m0110_v003-2019m0726t031303.nc,1/10/2009,7/26/2019,molecules/cm²,2.861E+15,-8.24E+18,2.40E+17,0.11,-306.17,8.91,-8.15,112.37,-9.35,33.06
OMI-Aura,OMI-Aura_L3-OMHCHOd_2009m0109_v003-2019m0726t032540.nc,1/9/2009,7/26/2019,molecules/cm²,2.817E+15,-9.40E+18,3.63E+17,0.1,-349.59,13.5,-1.75,121.67,-27.25,-68.04
OMI-Aura,OMI-Aura_L3-OMHCHOd_2009m0108_v003-2019m0726t032625.nc,1/8/2009,7/26/2019,molecules/cm²,2.708E+15,-8.94E+18,7.31E+17,0.1,-332.37,27.17,-8.45,35.06,-19.75,-66.34
OMI-Aura,OMI-Aura_L3-OMHCHOd_2009m0107_v003-2019m0726t032509.nc,1/7/2009,7/26/2019,molecules/cm²,2.651E+15,-5.63E+18,4.18E+17,0.1,-209.29,15.54,0.65,118.07,5.25,-10.84
OMI-Aura,OMI-Aura_L3-OMHCHOd_2009m0106_v003-2019m0726t031246.nc,1/6/2009,7/26/2019,molecules/cm²,2.333E+15,-8.92E+18,4.66E+17,0.09,-331.71,17.34,-26.65,134.07,-14.85,-70.94
OMI-Aura,OMI-Aura_L3-OMHCHOd_2009m0105_v003-2019m0726t032322.nc,1/5/2009,7/26/2019,molecules/cm²,2.565E+15,-6.13E+18,3.84E+17,0.1,-227.98,14.27,11.35,36.16,9.35,34.46
OMI-Aura,OMI-Aura_L3-OMHCHOd_2009m0104_v003-2019m0726t032006.nc,1/4/2009,7/26/2019,molecules/cm²,2.543E+15,-8.44E+18,1.10E+18,0.09,-313.82,40.71,7.75,-0.14,-32.65,-69.64
OMI-Aura,OMI-Aura_L3-OMHCHOd_2009m0103_v003-2019m0726t032411.nc,1/3/2009,7/26/2019,molecules/cm²,2.178E+15,-9.24E+18,2.46E+17,0.08,-343.38,9.15,8.55,36.06,19.95,102.67
OMI-Aura,OMI-Aura_L3-OMHCHOd_2009m0102_v003-2019m0726t032248.nc,1/2/2009,7/26/2019,molecules/cm²,2.162E+15,-8.43E+18,3.85E+17,0.08,-313.43,14.3,-14.75,-72.74,-29.85,25.56
OMI-Aura,OMI-Aura_L3-OMHCHOd_2009m0101_v003-2019m0726t031047.nc,1/1/2009,7/26/2019,molecules/cm²,2.313E+15,-8.86E+18,3.55E+17,0.09,-329.48,13.21,28.75,52.96,19.15,1.16
OMI-Aura,OMI-Aura_L3-OMHCHOd_2008m1231_v003-2019m0726t031207.nc,12/31/2008,7/26/2019,molecules/cm²,2.197E+15,-9.92E+18,2.41E+17,0.08,-368.66,8.95,-25.55,125.47,12.75,-36.04
OMI-Aura,OMI-Aura_L3-OMHCHOd_2008m1230_v003-2019m0726t032050.nc,12/30/2008,7/26/2019,molecules/cm²,2.28E+15,-7.23E+18,3.52E+17,0.08,-268.66,13.07,-8.55,-179.05,-27.75,-178.75
OMI-Aura,OMI-Aura_L3-OMHCHOd_2008m1229_v003-2019m0726t032209.nc,12/29/2008,7/26/2019,molecules/cm²,2.209E+15,-8.81E+18,4.46E+17,0.08,-327.35,16.57,-25.95,146.07,-20.35,141.17
OMI-Aura,OMI-Aura_L3-OMHCHOd_2008m1228_v003-2019m0726t032930.nc,12/28/2008,7/26/2019,molecules/cm²,2.365E+15,-7.57E+18,4.21E+17,0.09,-281.31,15.65,-18.35,-66.24,20.15,-102.55
OMI-Aura,OMI-Aura_L3-OMHCHOd_2008m1227_v003-2019m0726t032635.nc,12/27/2008,7/26/2019,molecules/cm²,2.399E+15,-8.81E+18,5.65E+17,0.09,-327.56,21.02,-38.05,146.07,30.95,101.27
OMI-Aura,OMI-Aura_L3-OMHCHOd_2008m1226_v003-2019m0726t032619.nc,12/26/2008,7/26/2019,molecules/cm²,2.346E+15,-8.54E+18,4.03E+17,0.09,-317.53,14.98,26.45,-104.95,-27.75,-68.64
OMI-Aura,OMI-Aura_L3-OMHCHOd_2008m1225_v003-2019m0726t033010.nc,12/25/2008,7/26/2019,molecules/cm²,2.426E+15,-9.12E+18,3.03E+17,0.09,-338.87,11.25,-15.35,14.16,-3.65,32.76
OMI-Aura,OMI-Aura_L3-OMHCHOd_2008m1224_v003-2019m0726t032152.nc,12/24/2008,7/26/2019,molecules/cm²,2.47E+15,-9.03E+18,4.00E+17,0.09,-335.77,14.87,-26.55,126.27,36.95,59.56
OMI-Aura,OMI-Aura_L3-OMHCHOd_2008m1223_v003-2019m0726t031202.nc,12/23/2008,7/26/2019,molecules/cm²,2.484E+15,-9.13E+18,5.09E+17,0.09,-339.28,18.93,-6.35,33.76,-19.85,-66.24
OMI-Aura,OMI-Aura_L3-OMHCHOd_2008m1222_v003-2019m0726t031908.nc,12/22/2008,7/26/2019,molecules/cm²,2.44E+15,-4.70E+18,5.10E+17,0.09,-174.64,18.94,5.15,-81.54,28.95,83.67
OMI-Aura,OMI-Aura_L3-OMHCHOd_2008m1221_v003-2019m0726t031831.nc,12/21/2008,7/26/2019,molecules/cm²,2.375E+15,-4.53E+18,4.05E+17,0.09,-168.24,15.06,-30.45,-61.74,-28.05,-67.74
OMI-Aura,OMI-Aura_L3-OMHCHOd_2008m1220_v003-2019m0726t032644.nc,12/20/2008,7/26/2019,molecules/cm²,2.431E+15,-5.11E+18,2.84E+17,0.09,-189.92,10.57,7.45,-58.74,-21.15,139.77
OMI-Aura,OMI-Aura_L3-OMHCHOd_2008m1219_v003-2019m0726t032203.nc,12/19/2008,7/26/2019,molecules/cm²,2.254E+15,-4.84E+18,4.60E+17,0.08,-179.92,17.11,-29.65,29.16,-28.25,-68.64
OMI-Aura,OMI-Aura_L3-OMHCHOd_2008m1218_v003-2019m0726t032549.nc,12/18/2008,7/26/2019,molecules/cm²,2.108E+15,-3.95E+18,2.95E+17,0.08,-146.92,10.96,-2.95,-60.24,9.25,105.47
OMI-Aura,OMI-Aura_L3-OMHCHOd_2008m1217_v003-2019m0726t032105.nc,12/17/2008,7/26/2019,molecules/cm²,2.268E+15,-9.29E+18,3.91E+17,0.08,-345.3,14.55,-17.15,126.67,-27.05,-68.34
OMI-Aura,OMI-Aura_L3-OMHCHOd_2008m1216_v003-2019m0726t032632.nc,12/16/2008,7/26/2019,molecules/cm²,2.483E+15,-7.37E+18,4.58E+17,0.09,-274.06,17.04,-14.95,13.36,-25.55,-65.24
OMI-Aura,OMI-Aura_L3-OMHCHOd_2008m1215_v003-2019m0726t032832.nc,12/15/2008,7/26/2019,molecules/cm²,2.604E+15,-6.96E+18,4.52E+17,0.1,-258.71,16.81,32.25,-110.15,-33.25,123.17
OMI-Aura,OMI-Aura_L3-OMHCHOd_2008m1214_v003-2019m0726t032542.nc,12/14/2008,7/26/2019,molecules/cm²,2.732E+15,-5.06E+18,3.56E+17,0.1,-188.02,13.24,-23.05,-66.14,-19.75,-65.94
OMI-Aura,OMI-Aura_L3-OMHCHOd_2008m1213_v003-2019m0726t031917.nc,12/13/2008,7/26/2019,molecules/cm²,2.443E+15,-6.62E+18,2.73E+17,0.09,-246.25,10.14,-32.15,25.46,-10.45,139.27
OMI-Aura,OMI-Aura_L3-OMHCHOd_2008m1212_v003-2019m0726t032052.nc,12/12/2008,7/26/2019,molecules/cm²,2.397E+15,-7.32E+18,2.65E+17,0.09,-271.97,9.83,-19.85,-65.94,-6.55,25.36
OMI-Aura,OMI-Aura_L3-OMHCHOd_2008m1211_v003-2019m0726t031056.nc,12/11/2008,7/26/2019,molecules/cm²,2.298E+15,-9.86E+18,2.68E+17,0.09,-366.44,9.96,-26.25,144.07,-7.15,36.56
OMI-Aura,OMI-Aura_L3-OMHCHOd_2008m1210_v003-2019m0726t032355.nc,12/10/2008,7/26/2019,molecules/cm²,2.504E+15,-8.59E+18,6.28E+17,0.09,-319.17,23.33,-15.05,-70.04,1.85,125.17
OMI-Aura,OMI-Aura_L3-OMHCHOd_2008m1209_v003-2019m0726t031101.nc,12/9/2008,7/26/2019,molecules/cm²,2.642E+15,-3.93E+18,7.91E+17,0.1,-145.91,29.39,-25.05,-63.24,-4.65,34.96
OMI-Aura,OMI-Aura_L3-OMHCHOd_2008m1208_v003-2019m0726t031830.nc,12/8/2008,7/26/2019,molecules/cm²,2.76E+15,-3.88E+18,4.05E+17,0.1,-144.05,15.05,-22.15,-46.64,-30.15,125.57
OMI-Aura,OMI-Aura_L3-OMHCHOd_2008m1207_v003-2019m0726t032510.nc,12/7/2008,7/26/2019,molecules/cm²,2.806E+15,-3.70E+18,3.74E+18,0.1,-137.49,138.83,-17.85,-65.64,-3.15,35.16
OMI-Aura,OMI-Aura_L3-OMHCHOd_2008m1206_v003-2019m0726t030954.nc,12/6/2008,7/26/2019,molecules/cm²,2.739E+15,-3.44E+18,5.04E+18,0.1,-127.81,187.27,2.05,15.26,-21.05,25.16
OMI-Aura,OMI-Aura_L3-OMHCHOd_2008m1205_v003-2019m0726t032133.nc,12/5/2008,7/26/2019,molecules/cm²,2.812E+15,-3.13E+18,3.80E+17,0.1,-116.36,14.12,7.95,123.47,-14.65,-70.14
OMI-Aura,OMI-Aura_L3-OMHCHOd_2008m1204_v003-2019m0726t030610.nc,12/4/2008,7/26/2019,molecules/cm²,2.457E+15,-5.56E+18,3.93E+17,0.09,-206.59,14.6,7.25,10.76,-3.65,113.57
OMI-Aura,OMI-Aura_L3-OMHCHOd_2008m1203_v003-2019m0726t031241.nc,12/3/2008,7/26/2019,molecules/cm²,2.539E+15,-4.02E+18,4.58E+17,0.09,-149.52,17.04,-27.15,131.87,-26.55,27.76
OMI-Aura,OMI-Aura_L3-OMHCHOd_2008m1202_v003-2019m0726t031033.nc,12/2/2008,7/26/2019,molecules/cm²,2.487E+15,-6.04E+18,3.85E+17,0.09,-224.37,14.3,14.45,-88.74,4.15,32.36
OMI-Aura,OMI-Aura_L3-OMHCHOd_2008m1201_v003-2019m0726t032149.nc,12/1/2008,7/26/2019,molecules/cm²,2.434E+15,-4.15E+18,2.99E+18,0.09,-154.3,111.18,-8.35,124.67,-15.35,30.86
OMI-Aura,OMI-Aura_L3-OMHCHOd_2008m1130_v003-2019m0726t031247.nc,11/30/2008,7/26/2019,molecules/cm²,2.356E+15,-5.72E+18,1.08E+18,0.09,-212.8,40.01,-16.15,137.27,-18.85,-81.04
OMI-Aura,OMI-Aura_L3-OMHCHOd_2008m1129_v003-2019m0726t031159.nc,11/29/2008,7/26/2019,molecules/cm²,2.359E+15,-2.75E+18,1.90E+18,0.09,-102.26,70.48,-15.75,-53.64,27.85,92.67
OMI-Aura,OMI-Aura_L3-OMHCHOd_2008m1128_v003-2019m0726t031830.nc,11/28/2008,7/26/2019,molecules/cm²,2.915E+15,-3.59E+18,4.31E+17,0.11,-133.35,16.01,-14.15,133.67,-12.05,-162.45
OMI-Aura,OMI-Aura_L3-OMHCHOd_2008m1127_v003-2019m0726t031057.nc,11/27/2008,7/26/2019,molecules/cm²,2.665E+15,-4.40E+18,1.03E+18,0.1,-163.51,38.41,-25.25,147.07,-32.65,-22.84
OMI-Aura,OMI-Aura_L3-OMHCHOd_2008m1126_v003-2019m0726t032359.nc,11/26/2008,7/26/2019,molecules/cm²,2.599E+15,-5.45E+18,7.27E+17,0.1,-202.53,27.03,-21.25,-65.64,-14.15,-63.84
OMI-Aura,OMI-Aura_L3-OMHCHOd_2008m1125_v003-2019m0726t032205.nc,11/25/2008,7/26/2019,molecules/cm²,2.466E+15,-3.35E+18,4.23E+17,0.09,-124.34,15.71,29.05,57.56,-7.65,167.97
OMI-Aura,OMI-Aura_L3-OMHCHOd_2008m1124_v003-2019m0726t025716.nc,11/24/2008,7/26/2019,molecules/cm²,2.493E+15,-2.74E+18,5.96E+17,0.09,-101.71,22.17,-18.15,177.77,-25.55,133.77
OMI-Aura,OMI-Aura_L3-OMHCHOd_2008m1123_v003-2019m0726t031113.nc,11/23/2008,7/26/2019,molecules/cm²,2.549E+15,-3.90E+18,5.10E+17,0.09,-144.95,18.97,-20.75,16.16,-21.55,9.66
OMI-Aura,OMI-Aura_L3-OMHCHOd_2008m1122_v003-2019m0726t030037.nc,11/22/2008,7/26/2019,molecules/cm²,2.802E+15,-6.97E+18,8.01E+17,0.1,-259.09,29.77,26.15,-107.05,-31.95,129.87
OMI-Aura,OMI-Aura_L3-OMHCHOd_2008m1121_v003-2019m0726t030902.nc,11/21/2008,7/26/2019,molecules/cm²,2.436E+15,-4.58E+18,6.33E+17,0.09,-170.07,23.52,3.25,-66.24,-8.65,112.77
OMI-Aura,OMI-Aura_L3-OMHCHOd_2008m1120_v003-2019m0726t030105.nc,11/20/2008,7/26/2019,molecules/cm²,2.491E+15,-5.40E+18,4.66E+17,0.09,-200.82,17.32,-14.25,-51.54,-18.55,143.07
OMI-Aura,OMI-Aura_L3-OMHCHOd_2008m1119_v003-2019m0726t030918.nc,11/19/2008,7/26/2019,molecules/cm²,2.515E+15,-4.90E+18,1.18E+18,0.09,-182.13,43.74,-29.75,-68.64,-15.55,135.77
OMI-Aura,OMI-Aura_L3-OMHCHOd_2008m1118_v003-2019m0726t030624.nc,11/18/2008,7/26/2019,molecules/cm²,2.537E+15,-3.47E+18,4.48E+17,0.09,-128.87,16.64,6.65,39.56,-20.65,19.06
OMI-Aura,OMI-Aura_L3-OMHCHOd_2008m1117_v003-2019m0726t030604.nc,11/17/2008,7/26/2019,molecules/cm²,2.433E+15,-4.83E+18,6.39E+17,0.09,-179.39,23.76,-14.85,-43.74,-1.95,129.87
OMI-Aura,OMI-Aura_L3-OMHCHOd_2008m1116_v003-2019m0726t031020.nc,11/16/2008,7/26/2019,molecules/cm²,2.524E+15,-6.51E+18,7.74E+17,0.09,-241.95,28.77,25.55,57.76,-24.35,22.36
OMI-Aura,OMI-Aura_L3-OMHCHOd_2008m1115_v003-2019m0726t030327.nc,11/15/2008,7/26/2019,molecules/cm²,2.761E+15,-3.36E+18,6.12E+17,0.1,-125.01,22.76,-8.25,21.96,-11.45,-52.24
OMI-Aura,OMI-Aura_L3-OMHCHOd_2008m1114_v003-2019m0726t030642.nc,11/14/2008,7/26/2019,molecules/cm²,2.542E+15,-3.28E+18,4.60E+18,0.09,-122.01,171.07,28.85,95.67,3.95,-63.94
OMI-Aura,OMI-Aura_L3-OMHCHOd_2008m1113_v003-2019m0726t030052.nc,11/13/2008,7/26/2019,molecules/cm²,2.785E+15,-4.80E+18,3.11E+18,0.1,-178.26,115.73,43.15,84.17,-18.35,-48.14
OMI-Aura,OMI-Aura_L3-OMHCHOd_2008m1112_v003-2019m0726t030635.nc,11/12/2008,7/26/2019,molecules/cm²,2.524E+15,-4.23E+18,3.63E+18,0.09,-157.12,134.74,-24.15,-65.94,6.65,179.27
OMI-Aura,OMI-Aura_L3-OMHCHOd_2008m1111_v003-2019m0726t031014.nc,11/11/2008,7/26/2019,molecules/cm²,2.866E+15,-3.86E+18,2.70E+18,0.11,-143.57,100.37,-13.55,16.56,-16.55,123.87
